Row_ID,Order_ID,Order_Date,Ship_Date,Category,City,Country,Customer_ID,Customer_Name,Delivery_Pace,Delivery_Time,Month_Name,Postal_Code,Product_ID,Product_Name,Region,Sales,Segment,Ship_Mode,State,Sub_Category,Year
3941,CA-2018-117863,18-05-2018,23-05-2018,Furniture,New York City,United States,TS-21340,Toby Swindell,Slow,5,May,10024,FUR-FU-10002456,"Master Caster Door Stop, Large Neon Orange",East,14.56,Consumer,Standard Class,New York,Furnishings,2018
3942,CA-2018-117863,18-05-2018,23-05-2018,Office Supplies,New York City,United States,TS-21340,Toby Swindell,Slow,5,May,10024,OFF-BI-10000605,"Acco Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Executive Red",East,3.048,Consumer,Standard Class,New York,Binders,2018
3943,CA-2018-160458,27-05-2018,29-05-2018,Office Supplies,Memphis,United States,EH-13945,Eric Hoffmann,Fast,2,May,38109,OFF-PA-10001166,Xerox 2,South,25.92,Consumer,Second Class,Tennessee,Paper,2018
3944,US-2017-142685,23-06-2017,30-06-2017,Office Supplies,Buffalo,United States,MG-17695,Maureen Gnade,Slow,7,June,14215,OFF-SU-10000157,Compact Automatic Electric Letter Opener,East,835.17,Consumer,Standard Class,New York,Supplies,2017
3945,CA-2017-133144,16-05-2017,21-05-2017,Office Supplies,Los Angeles,United States,DO-13435,Denny Ordway,Slow,5,May,90036,OFF-PA-10004971,Xerox 196,West,17.34,Consumer,Second Class,California,Paper,2017
3946,CA-2018-167871,18-11-2018,23-11-2018,Office Supplies,Homestead,United States,AF-10870,Art Ferguson,Slow,5,November,33030,OFF-PA-10001977,Xerox 194,South,44.384,Consumer,Standard Class,Florida,Paper,2018
3947,CA-2018-167871,18-11-2018,23-11-2018,Office Supplies,Homestead,United States,AF-10870,Art Ferguson,Slow,5,November,33030,OFF-SU-10001225,Staple remover,South,2.944,Consumer,Standard Class,Florida,Supplies,2018
3948,CA-2017-119963,18-11-2017,22-11-2017,Office Supplies,Pasadena,United States,SN-20710,Steve Nguyen,Slow,4,November,77506,OFF-AR-10003514,4009 Highlighters by Sanford,Central,6.368,Home Office,Standard Class,Texas,Art,2017
3949,CA-2017-119963,18-11-2017,22-11-2017,Office Supplies,Pasadena,United States,SN-20710,Steve Nguyen,Slow,4,November,77506,OFF-LA-10003510,"Avery 4027 File Folder Labels for Dot Matrix Printers, 5000 Labels per Box, White",Central,48.848,Home Office,Standard Class,Texas,Labels,2017
3950,CA-2017-119963,18-11-2017,22-11-2017,Office Supplies,Pasadena,United States,SN-20710,Steve Nguyen,Slow,4,November,77506,OFF-PA-10001970,Xerox 1881,Central,19.648,Home Office,Standard Class,Texas,Paper,2017
3951,CA-2017-119963,18-11-2017,22-11-2017,Furniture,Pasadena,United States,SN-20710,Steve Nguyen,Slow,4,November,77506,FUR-CH-10003817,"Global Value Steno Chair, Gray",Central,255.108,Home Office,Standard Class,Texas,Chairs,2017
3952,CA-2015-121167,28-11-2015,30-11-2015,Office Supplies,Freeport,United States,MO-17500,Mary O'Rourke,Fast,2,November,11520,OFF-BI-10003676,"GBC Standard Recycled Report Covers, Clear Plastic Sheets",East,17.248,Consumer,Second Class,New York,Binders,2015
3953,US-2017-151862,01-03-2017,08-03-2017,Technology,Denver,United States,ON-18715,Odella Nelson,Slow,7,March,80219,TEC-PH-10003535,RCA ViSYS 25423RE1 Corded phone,West,159.984,Corporate,Standard Class,Colorado,Phones,2017
3954,CA-2018-152961,15-01-2018,19-01-2018,Office Supplies,Quincy,United States,SC-20095,Sanjit Chand,Slow,4,January,2169,OFF-PA-10004675,"Telephone Message Books with Fax/Mobile Section, 5 1/2"" x 3 3/16""",East,12.7,Consumer,Standard Class,Massachusetts,Paper,2018
3955,CA-2015-133228,04-04-2015,09-04-2015,Furniture,Detroit,United States,MS-17710,Maurice Satty,Slow,5,April,48205,FUR-FU-10004020,Advantus Panel Wall Acrylic Frame,Central,5.47,Consumer,Standard Class,Michigan,Furnishings,2015
3956,CA-2015-133228,04-04-2015,09-04-2015,Office Supplies,Detroit,United States,MS-17710,Maurice Satty,Slow,5,April,48205,OFF-AR-10001955,Newell 319,Central,79.36,Consumer,Standard Class,Michigan,Art,2015
3957,CA-2017-114951,26-06-2017,03-07-2017,Furniture,San Francisco,United States,DN-13690,Duane Noonan,Slow,7,June,94109,FUR-FU-10002364,"Eldon Expressions Wood Desk Accessories, Oak",West,22.14,Consumer,Standard Class,California,Furnishings,2017
3958,CA-2017-156573,29-05-2017,02-06-2017,Office Supplies,Nashville,United States,RB-19360,Raymond Buch,Slow,4,May,37211,OFF-BI-10002414,GBC ProClick Spines for 32-Hole Punch,South,11.277,Consumer,Standard Class,Tennessee,Binders,2017
3959,CA-2017-156573,29-05-2017,02-06-2017,Office Supplies,Nashville,United States,RB-19360,Raymond Buch,Slow,4,May,37211,OFF-AR-10003732,Newell 333,South,4.448,Consumer,Standard Class,Tennessee,Art,2017
3960,CA-2017-156573,29-05-2017,02-06-2017,Furniture,Nashville,United States,RB-19360,Raymond Buch,Slow,4,May,37211,FUR-FU-10001085,3M Polarizing Light Filter Sleeves,South,44.76,Consumer,Standard Class,Tennessee,Furnishings,2017
3961,CA-2016-113901,19-10-2016,24-10-2016,Office Supplies,Detroit,United States,NH-18610,Nicole Hansen,Slow,5,October,48227,OFF-BI-10001249,Avery Heavy-Duty EZD View Binder with Locking Rings,Central,38.28,Corporate,Standard Class,Michigan,Binders,2016
3962,CA-2016-113901,19-10-2016,24-10-2016,Technology,Detroit,United States,NH-18610,Nicole Hansen,Slow,5,October,48227,TEC-PH-10002564,OtterBox Defender Series Case - Samsung Galaxy S4,Central,149.95,Corporate,Standard Class,Michigan,Phones,2016
3963,CA-2018-134838,19-02-2018,20-02-2018,Office Supplies,Los Angeles,United States,ED-13885,Emily Ducich,Fast,1,February,90045,OFF-AR-10000634,Newell 320,West,12.84,Home Office,First Class,California,Art,2018
3964,CA-2018-134838,19-02-2018,20-02-2018,Furniture,Los Angeles,United States,ED-13885,Emily Ducich,Fast,1,February,90045,FUR-FU-10004018,Tensor Computer Mounted Lamp,West,44.67,Home Office,First Class,California,Furnishings,2018
3965,CA-2017-120257,22-09-2017,28-09-2017,Office Supplies,Philadelphia,United States,PW-19240,Pierre Wener,Slow,6,September,19140,OFF-AR-10003481,Newell 348,East,7.872,Consumer,Standard Class,Pennsylvania,Art,2017
3966,CA-2015-164910,12-11-2015,17-11-2015,Office Supplies,Asheville,United States,DM-13345,Denise Monton,Slow,5,November,28806,OFF-AR-10003651,Newell 350,South,7.872,Corporate,Second Class,North Carolina,Art,2015
3967,CA-2017-149902,01-04-2017,06-04-2017,Office Supplies,New York City,United States,DW-13540,Don Weiss,Slow,5,April,10024,OFF-AR-10002956,Boston 16801 Nautilus Battery Pencil Sharpener,East,88.04,Consumer,Standard Class,New York,Art,2017
3968,CA-2017-146010,20-05-2017,23-05-2017,Office Supplies,Colorado Springs,United States,EH-14125,Eugene Hildebrand,Fast,3,May,80906,OFF-BI-10003638,GBC Durable Plastic Covers,West,40.635,Home Office,First Class,Colorado,Binders,2017
3969,US-2016-163685,01-06-2016,05-06-2016,Office Supplies,San Antonio,United States,KE-16420,Katrina Edelman,Slow,4,June,78207,OFF-BI-10001890,Avery Poly Binder Pockets,Central,5.728,Corporate,Standard Class,Texas,Binders,2016
3970,US-2016-163685,01-06-2016,05-06-2016,Office Supplies,San Antonio,United States,KE-16420,Katrina Edelman,Slow,4,June,78207,OFF-PA-10002606,Xerox 1928,Central,42.24,Corporate,Standard Class,Texas,Paper,2016
3971,CA-2015-135090,22-11-2015,26-11-2015,Office Supplies,Los Angeles,United States,SP-20920,Susan Pistek,Slow,4,November,90036,OFF-PA-10002245,Xerox 1895,West,53.82,Consumer,Standard Class,California,Paper,2015
3972,CA-2016-132374,22-02-2016,24-02-2016,Office Supplies,Sterling Heights,United States,PS-19045,Penelope Sewall,Fast,2,February,48310,OFF-AR-10001615,Newell 34,Central,79.36,Home Office,Second Class,Michigan,Art,2016
3973,CA-2017-167556,29-03-2017,02-04-2017,Office Supplies,New York City,United States,JM-15250,Janet Martin,Slow,4,March,10009,OFF-PA-10000466,"Memo Book, 100 Message Capacity, 5 3/8” x 11”",East,13.48,Consumer,Standard Class,New York,Paper,2017
3974,CA-2017-167556,29-03-2017,02-04-2017,Office Supplies,New York City,United States,JM-15250,Janet Martin,Slow,4,March,10009,OFF-BI-10003708,"Acco Four Pocket Poly Ring Binder with Label Holder, Smoke, 1""",East,29.8,Consumer,Standard Class,New York,Binders,2017
3975,CA-2017-167556,29-03-2017,02-04-2017,Furniture,New York City,United States,JM-15250,Janet Martin,Slow,4,March,10009,FUR-FU-10004848,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",East,414,Consumer,Standard Class,New York,Furnishings,2017
3976,CA-2017-167556,29-03-2017,02-04-2017,Office Supplies,New York City,United States,JM-15250,Janet Martin,Slow,4,March,10009,OFF-BI-10000320,GBC Plastic Binding Combs,East,41.328,Consumer,Standard Class,New York,Binders,2017
3977,US-2017-116400,22-10-2017,24-10-2017,Furniture,Richmond,United States,EB-13930,Eric Barreto,Fast,2,October,23223,FUR-FU-10003731,"Eldon Expressions Wood and Plastic Desk Accessories, Oak",South,39.92,Consumer,First Class,Virginia,Furnishings,2017
3978,CA-2018-101308,02-10-2018,07-10-2018,Office Supplies,Seattle,United States,FG-14260,Frank Gastineau,Slow,5,October,98105,OFF-FA-10002780,Staples,West,8.94,Home Office,Standard Class,Washington,Fasteners,2018
3979,CA-2018-101308,02-10-2018,07-10-2018,Technology,Seattle,United States,FG-14260,Frank Gastineau,Slow,5,October,98105,TEC-PH-10003800,i.Sound Portable Power - 8000 mAh,West,84.784,Home Office,Standard Class,Washington,Phones,2018
3980,CA-2015-114517,23-12-2015,27-12-2015,Furniture,New York City,United States,TH-21235,Tiffany House,Slow,4,December,10024,FUR-TA-10001676,Hon 61000 Series Interactive Training Tables,East,53.316,Corporate,Standard Class,New York,Tables,2015
3981,CA-2015-114517,23-12-2015,27-12-2015,Office Supplies,New York City,United States,TH-21235,Tiffany House,Slow,4,December,10024,OFF-AP-10002350,Belkin F9H710-06 7 Outlet SurgeMaster Surge Protector,East,56.52,Corporate,Standard Class,New York,Appliances,2015
3982,CA-2018-119564,15-12-2018,20-12-2018,Furniture,Seattle,United States,PL-18925,Paul Lucas,Slow,5,December,98115,FUR-FU-10003096,"Master Giant Foot Doorstop, Safety Yellow",West,22.77,Home Office,Standard Class,Washington,Furnishings,2018
3983,CA-2017-135265,07-07-2017,09-07-2017,Furniture,Los Angeles,United States,CC-12370,Christopher Conant,Fast,2,July,90045,FUR-CH-10003061,"Global Leather Task Chair, Black",West,287.968,Consumer,Second Class,California,Chairs,2017
3984,CA-2017-135265,07-07-2017,09-07-2017,Technology,Los Angeles,United States,CC-12370,Christopher Conant,Fast,2,July,90045,TEC-CO-10003763,Canon PC1060 Personal Laser Copier,West,2799.96,Consumer,Second Class,California,Copiers,2017
3985,CA-2017-135265,07-07-2017,09-07-2017,Office Supplies,Los Angeles,United States,CC-12370,Christopher Conant,Fast,2,July,90045,OFF-PA-10002923,Xerox 1942,West,48.94,Consumer,Second Class,California,Paper,2017
3986,CA-2017-108735,17-04-2017,21-04-2017,Furniture,Lakewood,United States,JM-15535,Jessica Myrick,Slow,4,April,90712,FUR-BO-10003441,"Bush Westfield Collection Bookcases, Fully Assembled",West,257.499,Consumer,Standard Class,California,Bookcases,2017
3987,CA-2018-112333,08-04-2018,14-04-2018,Office Supplies,Plainfield,United States,KF-16285,Karen Ferguson,Slow,6,April,7060,OFF-ST-10001780,Tennsco 16-Compartment Lockers with Coat Rack,East,2591.56,Home Office,Standard Class,New Jersey,Storage,2018
3988,CA-2018-112333,08-04-2018,14-04-2018,Office Supplies,Plainfield,United States,KF-16285,Karen Ferguson,Slow,6,April,7060,OFF-AP-10001962,Black & Decker Filter for Double Action Dustbuster Cordless Vac BLDV7210,East,41.95,Home Office,Standard Class,New Jersey,Appliances,2018
3989,US-2017-159415,17-04-2017,22-04-2017,Furniture,Columbia,United States,CS-12175,Charles Sheldon,Slow,5,April,38401,FUR-FU-10003798,"Ultra Door Kickplate, 8""H x 34""W",South,79.12,Corporate,Standard Class,Tennessee,Furnishings,2017
3990,CA-2015-122588,25-11-2015,27-11-2015,Furniture,Woonsocket,United States,AR-10540,Andy Reiter,Fast,2,November,2895,FUR-FU-10001095,DAX Black Cherry Wood-Tone Poster Frame,East,52.96,Consumer,Second Class,Rhode Island,Furnishings,2015
3991,CA-2015-137589,03-11-2015,08-11-2015,Office Supplies,Lancaster,United States,MS-17770,Maxwell Schwartz,Slow,5,November,17602,OFF-SU-10000157,Compact Automatic Electric Letter Opener,East,286.344,Consumer,Standard Class,Pennsylvania,Supplies,2015
3992,CA-2016-161998,01-05-2016,05-05-2016,Furniture,Tampa,United States,DB-13120,David Bremer,Slow,4,May,33614,FUR-FU-10001095,DAX Black Cherry Wood-Tone Poster Frame,South,63.552,Corporate,Standard Class,Florida,Furnishings,2016
3993,CA-2016-161998,01-05-2016,05-05-2016,Office Supplies,Tampa,United States,DB-13120,David Bremer,Slow,4,May,33614,OFF-SU-10004261,"Fiskars 8"" Scissors, 2/Pack",South,41.376,Corporate,Standard Class,Florida,Supplies,2016
3994,CA-2016-161998,01-05-2016,05-05-2016,Office Supplies,Tampa,United States,DB-13120,David Bremer,Slow,4,May,33614,OFF-AR-10004022,Panasonic KP-380BK Classic Electric Pencil Sharpener,South,172.704,Corporate,Standard Class,Florida,Art,2016
3995,CA-2016-105627,08-03-2016,12-03-2016,Furniture,Kenosha,United States,DK-12895,Dana Kaydos,Slow,4,March,53142,FUR-BO-10002916,"Rush Hierlooms Collection 1"" Thick Stackable Bookcases",Central,512.94,Consumer,Standard Class,Wisconsin,Bookcases,2016
3996,CA-2016-105627,08-03-2016,12-03-2016,Furniture,Kenosha,United States,DK-12895,Dana Kaydos,Slow,4,March,53142,FUR-CH-10002084,Hon Mobius Operator's Chair,Central,860.93,Consumer,Standard Class,Wisconsin,Chairs,2016
3997,CA-2016-105627,08-03-2016,12-03-2016,Technology,Kenosha,United States,DK-12895,Dana Kaydos,Slow,4,March,53142,TEC-PH-10003012,Nortel Meridian M3904 Professional Digital phone,Central,769.95,Consumer,Standard Class,Wisconsin,Phones,2016
3998,CA-2016-105627,08-03-2016,12-03-2016,Office Supplies,Kenosha,United States,DK-12895,Dana Kaydos,Slow,4,March,53142,OFF-AR-10002704,Boston 1900 Electric Pencil Sharpener,Central,14.98,Consumer,Standard Class,Wisconsin,Art,2016
3999,CA-2016-105627,08-03-2016,12-03-2016,Furniture,Kenosha,United States,DK-12895,Dana Kaydos,Slow,4,March,53142,FUR-FU-10000308,Deflect-o Glass Clear Studded Chair Mats,Central,373.08,Consumer,Standard Class,Wisconsin,Furnishings,2016
4000,US-2016-149629,17-07-2016,20-07-2016,Furniture,Port Saint Lucie,United States,MP-17965,Michael Paige,Fast,3,July,34952,FUR-BO-10004709,"Bush Westfield Collection Bookcases, Medium Cherry Finish",South,231.92,Corporate,Second Class,Florida,Bookcases,2016
4001,CA-2015-116834,11-10-2015,16-10-2015,Furniture,Seattle,United States,Dp-13240,Dean percer,Slow,5,October,98115,FUR-FU-10001196,DAX Cubicle Frames - 8x10,West,63.47,Home Office,Standard Class,Washington,Furnishings,2015
4002,CA-2015-116834,11-10-2015,16-10-2015,Technology,Seattle,United States,Dp-13240,Dean percer,Slow,5,October,98115,TEC-AC-10002942,WD My Passport Ultra 1TB Portable External Hard Drive,West,345,Home Office,Standard Class,Washington,Accessories,2015
4003,CA-2017-145730,03-03-2017,08-03-2017,Furniture,San Antonio,United States,CC-12220,Chris Cortes,Slow,5,March,78207,FUR-TA-10004915,"Office Impressions End Table, 20-1/2""H x 24""W x 20""D",Central,637.896,Consumer,Standard Class,Texas,Tables,2017
4004,CA-2017-145730,03-03-2017,08-03-2017,Technology,San Antonio,United States,CC-12220,Chris Cortes,Slow,5,March,78207,TEC-MA-10001016,Canon PC170 Desktop Personal Copier,Central,287.91,Consumer,Standard Class,Texas,Machines,2017
4005,CA-2017-145730,03-03-2017,08-03-2017,Office Supplies,San Antonio,United States,CC-12220,Chris Cortes,Slow,5,March,78207,OFF-EN-10000483,"White Envelopes, White Envelopes with Clear Poly Window",Central,36.6,Consumer,Standard Class,Texas,Envelopes,2017
4006,US-2016-168732,10-12-2016,16-12-2016,Office Supplies,Roswell,United States,KM-16660,Khloe Miller,Slow,6,December,30076,OFF-AR-10003087,Staples in misc. colors,South,1.78,Consumer,Standard Class,Georgia,Art,2016
4007,US-2016-168732,10-12-2016,16-12-2016,Office Supplies,Roswell,United States,KM-16660,Khloe Miller,Slow,6,December,30076,OFF-PA-10000520,Xerox 201,South,25.92,Consumer,Standard Class,Georgia,Paper,2016
4008,US-2016-168732,10-12-2016,16-12-2016,Technology,Roswell,United States,KM-16660,Khloe Miller,Slow,6,December,30076,TEC-AC-10001553,"Memorex 25GB 6X Branded Blu-Ray Recordable Disc, 15/Pack",South,101.94,Consumer,Standard Class,Georgia,Accessories,2016
4009,CA-2016-107468,18-12-2016,22-12-2016,Office Supplies,Louisville,United States,MK-17905,Michael Kennedy,Slow,4,December,80027,OFF-AR-10000634,Newell 320,West,6.848,Corporate,Standard Class,Colorado,Art,2016
4010,CA-2018-144463,01-01-2018,05-01-2018,Furniture,Los Angeles,United States,SC-20725,Steven Cartwright,Slow,4,January,90036,FUR-FU-10001215,"Howard Miller 11-1/2"" Diameter Brentwood Wall Clock",West,474.43,Consumer,Standard Class,California,Furnishings,2018
4011,CA-2018-100811,21-11-2018,24-11-2018,Office Supplies,Philadelphia,United States,CC-12475,Cindy Chapman,Fast,3,November,19143,OFF-PA-10001204,Xerox 1972,East,8.448,Consumer,First Class,Pennsylvania,Paper,2018
4012,CA-2018-100811,21-11-2018,24-11-2018,Office Supplies,Philadelphia,United States,CC-12475,Cindy Chapman,Fast,3,November,19143,OFF-ST-10002444,Recycled Eldon Regeneration Jumbo File,East,39.296,Consumer,First Class,Pennsylvania,Storage,2018
4013,CA-2016-153612,22-12-2016,27-12-2016,Office Supplies,Superior,United States,BT-11305,Beth Thompson,Slow,5,December,54880,OFF-AR-10000203,Newell 336,Central,17.12,Home Office,Standard Class,Wisconsin,Art,2016
4014,CA-2016-165624,23-08-2016,28-08-2016,Office Supplies,Atlanta,United States,FH-14350,Fred Harton,Slow,5,August,30318,OFF-AP-10000828,Avanti 4.4 Cu. Ft. Refrigerator,South,542.94,Consumer,Standard Class,Georgia,Appliances,2016
4015,CA-2016-165624,23-08-2016,28-08-2016,Office Supplies,Atlanta,United States,FH-14350,Fred Harton,Slow,5,August,30318,OFF-LA-10003190,Avery 474,South,8.64,Consumer,Standard Class,Georgia,Labels,2016
4016,CA-2016-165624,23-08-2016,28-08-2016,Office Supplies,Atlanta,United States,FH-14350,Fred Harton,Slow,5,August,30318,OFF-PA-10002319,Xerox 1944,South,193.8,Consumer,Standard Class,Georgia,Paper,2016
4017,CA-2016-165624,23-08-2016,28-08-2016,Office Supplies,Atlanta,United States,FH-14350,Fred Harton,Slow,5,August,30318,OFF-PA-10003893,Xerox 1962,South,21.4,Consumer,Standard Class,Georgia,Paper,2016
4018,CA-2016-165624,23-08-2016,28-08-2016,Office Supplies,Atlanta,United States,FH-14350,Fred Harton,Slow,5,August,30318,OFF-PA-10002499,Xerox 1890,South,97.88,Consumer,Standard Class,Georgia,Paper,2016
4019,CA-2016-165624,23-08-2016,28-08-2016,Technology,Atlanta,United States,FH-14350,Fred Harton,Slow,5,August,30318,TEC-AC-10004568,Maxell LTO Ultrium - 800 GB,South,251.91,Consumer,Standard Class,Georgia,Accessories,2016
4020,CA-2016-165624,23-08-2016,28-08-2016,Office Supplies,Atlanta,United States,FH-14350,Fred Harton,Slow,5,August,30318,OFF-AP-10001492,"Acco Six-Outlet Power Strip, 4' Cord Length",South,25.86,Consumer,Standard Class,Georgia,Appliances,2016
4021,CA-2015-154963,22-06-2015,27-06-2015,Furniture,Chester,United States,AA-10645,Anna Andreadi,Slow,5,June,19013,FUR-CH-10004698,"Padded Folding Chairs, Black, 4/Carton",East,170.058,Consumer,Standard Class,Pennsylvania,Chairs,2015
4022,CA-2015-154963,22-06-2015,27-06-2015,Technology,Chester,United States,AA-10645,Anna Andreadi,Slow,5,June,19013,TEC-PH-10004093,Panasonic Kx-TS550,East,82.782,Consumer,Standard Class,Pennsylvania,Phones,2015
4023,CA-2015-154963,22-06-2015,27-06-2015,Furniture,Chester,United States,AA-10645,Anna Andreadi,Slow,5,June,19013,FUR-CH-10000454,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",East,853.93,Consumer,Standard Class,Pennsylvania,Chairs,2015
4024,CA-2018-130764,27-10-2018,28-10-2018,Furniture,San Francisco,United States,JO-15145,Jack O'Briant,Fast,1,October,94110,FUR-BO-10003034,"O'Sullivan Elevations Bookcase, Cherry Finish",West,556.665,Corporate,First Class,California,Bookcases,2018
4025,CA-2018-130764,27-10-2018,28-10-2018,Technology,San Francisco,United States,JO-15145,Jack O'Briant,Fast,1,October,94110,TEC-PH-10003215,Jackery Bar Premium Fast-charging Portable Charger,West,95.84,Corporate,First Class,California,Phones,2018
4026,CA-2018-139311,11-08-2018,13-08-2018,Office Supplies,Bedford,United States,SF-20965,Sylvia Foulston,Fast,2,August,76021,OFF-PA-10001776,"Wirebound Message Books, Four 2 3/4"" x 5"" Forms per Page, 600 Sets per Book",Central,29.664,Corporate,First Class,Texas,Paper,2018
4027,CA-2018-139311,11-08-2018,13-08-2018,Office Supplies,Bedford,United States,SF-20965,Sylvia Foulston,Fast,2,August,76021,OFF-AR-10004582,BIC Brite Liner Grip Highlighters,Central,9.184,Corporate,First Class,Texas,Art,2018
4028,CA-2018-139311,11-08-2018,13-08-2018,Technology,Bedford,United States,SF-20965,Sylvia Foulston,Fast,2,August,76021,TEC-PH-10001557,Pyle PMP37LED,Central,153.584,Corporate,First Class,Texas,Phones,2018
4029,CA-2018-139311,11-08-2018,13-08-2018,Office Supplies,Bedford,United States,SF-20965,Sylvia Foulston,Fast,2,August,76021,OFF-BI-10004209,"Fellowes Twister Kit, Gray/Clear, 3/pkg",Central,12.864,Corporate,First Class,Texas,Binders,2018
4030,CA-2018-124296,24-12-2018,28-12-2018,Technology,Lafayette,United States,CS-12355,Christine Sundaresam,Slow,4,December,70506,TEC-MA-10003183,DYMO CardScan Personal V9 Business Card Scanner,South,479.97,Consumer,Standard Class,Louisiana,Machines,2018
4031,CA-2018-124296,24-12-2018,28-12-2018,Furniture,Lafayette,United States,CS-12355,Christine Sundaresam,Slow,4,December,70506,FUR-CH-10002439,"Iceberg Nesting Folding Chair, 19w x 6d x 43h",South,232.88,Consumer,Standard Class,Louisiana,Chairs,2018
4032,CA-2017-169957,26-09-2017,30-09-2017,Office Supplies,Covington,United States,SN-20710,Steve Nguyen,Slow,4,September,98042,OFF-AP-10000576,Belkin 7 Outlet SurgeMaster II,West,236.88,Home Office,Standard Class,Washington,Appliances,2017
4033,CA-2017-169957,26-09-2017,30-09-2017,Office Supplies,Covington,United States,SN-20710,Steve Nguyen,Slow,4,September,98042,OFF-PA-10004040,Universal Premium White Copier/Laser Paper (20Lb. and 87 Bright),West,29.9,Home Office,Standard Class,Washington,Paper,2017
4034,CA-2017-169957,26-09-2017,30-09-2017,Technology,Covington,United States,SN-20710,Steve Nguyen,Slow,4,September,98042,TEC-AC-10003063,Micro Innovations USB RF Wireless Keyboard with Mouse,West,100,Home Office,Standard Class,Washington,Accessories,2017
4035,US-2017-108777,12-12-2017,12-12-2017,Office Supplies,Lorain,United States,JM-15655,Jim Mitchum,Fast,0,December,44052,OFF-BI-10003982,Wilson Jones Century Plastic Molded Ring Binders,East,18.693,Corporate,Same Day,Ohio,Binders,2017
4036,US-2017-108777,12-12-2017,12-12-2017,Technology,Lorain,United States,JM-15655,Jim Mitchum,Fast,0,December,44052,TEC-AC-10002567,Logitech G602 Wireless Gaming Mouse,East,383.952,Corporate,Same Day,Ohio,Accessories,2017
4037,CA-2016-148859,28-12-2016,01-01-2017,Office Supplies,Chicago,United States,FH-14350,Fred Harton,Slow,4,December,60623,OFF-ST-10004950,"Tenex Personal Filing Tote With Secure Closure Lid, Black/Frost",Central,24.816,Consumer,Standard Class,Illinois,Storage,2016
4038,CA-2015-110786,29-12-2015,02-01-2016,Furniture,San Francisco,United States,AJ-10795,Anthony Johnson,Slow,4,December,94110,FUR-FU-10000550,Stacking Trays by OIC,West,24.9,Corporate,Standard Class,California,Furnishings,2015
4039,CA-2015-110786,29-12-2015,02-01-2016,Office Supplies,San Francisco,United States,AJ-10795,Anthony Johnson,Slow,4,December,94110,OFF-PA-10000528,Xerox 1981,West,21.12,Corporate,Standard Class,California,Paper,2015
4040,CA-2015-110786,29-12-2015,02-01-2016,Technology,San Francisco,United States,AJ-10795,Anthony Johnson,Slow,4,December,94110,TEC-MA-10003183,DYMO CardScan Personal V9 Business Card Scanner,West,767.952,Corporate,Standard Class,California,Machines,2015
4041,CA-2015-110786,29-12-2015,02-01-2016,Office Supplies,San Francisco,United States,AJ-10795,Anthony Johnson,Slow,4,December,94110,OFF-BI-10003305,Avery Hanging File Binders,West,14.352,Corporate,Standard Class,California,Binders,2015
4042,CA-2015-110786,29-12-2015,02-01-2016,Technology,San Francisco,United States,AJ-10795,Anthony Johnson,Slow,4,December,94110,TEC-PH-10001425,Mophie Juice Pack Helium for iPhone,West,191.976,Corporate,Standard Class,California,Phones,2015
4043,CA-2015-110786,29-12-2015,02-01-2016,Office Supplies,San Francisco,United States,AJ-10795,Anthony Johnson,Slow,4,December,94110,OFF-LA-10001474,Avery 477,West,274.77,Corporate,Standard Class,California,Labels,2015
4044,CA-2015-110786,29-12-2015,02-01-2016,Furniture,San Francisco,United States,AJ-10795,Anthony Johnson,Slow,4,December,94110,FUR-FU-10000672,"Executive Impressions 10"" Spectator Wall Clock",West,70.56,Corporate,Standard Class,California,Furnishings,2015
4045,CA-2016-137750,25-06-2016,30-06-2016,Furniture,San Francisco,United States,JF-15565,Jill Fjeld,Slow,5,June,94110,FUR-FU-10001979,Dana Halogen Swing-Arm Architect Lamp,West,204.85,Consumer,Standard Class,California,Furnishings,2016
4046,CA-2016-136378,02-04-2016,07-04-2016,Office Supplies,Houston,United States,CS-11845,Cari Sayre,Slow,5,April,77070,OFF-BI-10003707,Aluminum Screw Posts,Central,9.156,Corporate,Standard Class,Texas,Binders,2016
4047,CA-2018-100356,21-10-2018,25-10-2018,Office Supplies,Chicago,United States,SP-20920,Susan Pistek,Slow,4,October,60653,OFF-AP-10002191,Belkin 8 Outlet SurgeMaster II Gold Surge Protector,Central,23.992,Consumer,Standard Class,Illinois,Appliances,2018
4048,US-2016-166520,16-07-2016,19-07-2016,Office Supplies,New York City,United States,KE-16420,Katrina Edelman,Fast,3,July,10035,OFF-PA-10000501,Petty Cash Envelope,East,80.88,Corporate,First Class,New York,Paper,2016
4049,US-2016-166520,16-07-2016,19-07-2016,Technology,New York City,United States,KE-16420,Katrina Edelman,Fast,3,July,10035,TEC-AC-10001990,Kensington Orbit Wireless Mobile Trackball for PC and Mac,East,599.9,Corporate,First Class,New York,Accessories,2016
4050,CA-2018-136350,24-06-2018,26-06-2018,Furniture,New York City,United States,GA-14515,George Ashbrook,Fast,2,June,10011,FUR-FU-10003601,"Deflect-o RollaMat Studded, Beveled Mat for Medium Pile Carpeting",East,276.69,Consumer,Second Class,New York,Furnishings,2018
